Number of Records,Year,CDE_Energy_Values,Countries
1,1987,251.662885986,Australia
1,1987,10.643564243,Bangladesh
1,1987,2063.821449668,China
1,1987,34.778210633,China Hong Kong SAR
1,1987,476.367322116,India
1,1987,101.674113388,Indonesia
1,1987,939.330028849,Japan
1,1987,42.776494465,Malaysia
1,1987,21.353762174,New Zealand
1,1987,47.448836988,Pakistan
1,1987,31.972544201,Philippines
1,1987,44.879635399,Singapore
1,1987,182.579870809,South Korea
1,1987,4.028259805,Sri Lanka
1,1987,91.013869444,Taiwan
1,1987,57.66518088,Thailand
1,1987,21.444985727,Vietnam
1,1988,433.039260957,Canada
1,1988,240.937170496,Mexico
1,1988,4948.825257651,US
1,1988,111.103523391,Argentina
1,1988,201.832930439,Brazil
1,1988,25.524882053,Chile
1,1988,46.406976727,Colombia
1,1988,12.565567675,Ecuador
1,1988,22.23602054,Peru
1,1988,8.327784741,Trinidad & Tobago
1,1988,103.631298366,Venezuela
1,1988,51.810529893,Austria
1,1988,117.188593519,Belgium
1,1988,86.551172154,Bulgaria
1,1988,,Croatia
1,1988,4.668476518,Cyprus
1,1988,191.248160207,Czech Republic
1,1988,59.663835518,Denmark
1,1988,37.970498603,Estonia
1,1988,54.756834911,Finland
1,1988,358.433228375,France
1,1988,1010.37693679,Germany
1,1988,71.603373454,Greece
1,1988,75.847098541,Hungary
1,1988,2.082016516,Iceland
1,1988,29.092350347,Ireland
1,1988,380.288468671,Italy
1,1988,19.414880044,Latvia
1,1988,35.388809513,Lithuania
1,1988,8.49685461,Luxembourg
1,1988,185.974994165,Netherlands
1,1988,,North Macedonia
1,1988,29.966245752,Norway
1,1988,475.152721875,Poland
1,1988,32.837061261,Portugal
1,1988,188.147249677,Romania
1,1988,57.26321926,Slovakia
1,1988,,Slovenia
1,1988,196.385117243,Spain
1,1988,69.89719131,Sweden
1,1988,41.737650835,Switzerland
1,1988,116.461014154,Turkey
1,1988,657.39406961,Ukraine
1,1988,591.262689326,United Kingdom
1,1988,52.141169589,Azerbaijan
1,1988,103.387665202,Belarus
1,1988,248.647562119,Kazakhstan
1,1988,2292.441008539,Russian Federation
1,1988,39.201575192,Turkmenistan
1,1988,,USSR
1,1988,75.988672748,Uzbekistan
1,1988,161.443455719,Iran
1,1988,50.82852428,Iraq
1,1988,32.556516577,Israel
1,1988,36.112157896,Kuwait
1,1988,7.663406871,Oman
1,1988,14.37012326,Qatar
1,1988,173.225385972,Saudi Arabia
1,1988,72.564138533,United Arab Emirates
1,1988,66.885058725,Algeria
1,1988,81.017057903,Egypt
1,1988,19.156340469,Morocco
1,1988,314.06477145,South Africa
1,1988,44.490969731,Eastern Africa
1,1988,263.878167675,Australia
1,1988,10.892487038,Bangladesh
1,1988,2213.720035628,China
1,1988,40.182899516,China Hong Kong SAR
1,1988,513.365176492,India
1,1988,107.134760889,Indonesia
1,1988,1012.455921247,Japan
1,1988,45.44688813,Malaysia
1,1988,21.51494238,New Zealand
1,1988,50.880894893,Pakistan
1,1988,35.142330345,Philippines
1,1988,52.23378734,Singapore
1,1988,207.409298331,South Korea
1,1988,3.891824172,Sri Lanka
1,1988,106.913945858,Taiwan
1,1988,64.925770013,Thailand
1,1988,20.902819534,Vietnam
1,1989,452.42811508,Canada
1,1989,253.84901008,Mexico
1,1989,5037.940802708,US
1,1989,107.55383093,Argentina
1,1989,205.695473101,Brazil
1,1989,30.77505412,Chile
1,1989,48.799640409,Colombia
1,1989,12.951001022,Ecuador
1,1989,19.845181556,Peru
1,1989,8.034796949,Trinidad & Tobago
1,1989,106.093079636,Venezuela
1,1989,52.037735668,Austria
1,1989,119.750295633,Belgium
1,1989,86.792073132,Bulgaria
1,1989,,Croatia
1,1989,4.742381477,Cyprus
1,1989,185.134145086,Czech Republic
1,1989,53.984502096,Denmark
1,1989,39.186289729,Estonia
1,1989,55.112478598,Finland
1,1989,370.334298445,France
1,1989,998.752333077,Germany
1,1989,78.448523709,Greece
1,1989,72.226119797,Hungary
1,1989,2.235348088,Iceland
1,1989,29.814174921,Ireland
1,1989,400.849756356,Italy
1,1989,18.799167692,Latvia
1,1989,36.231774759,Lithuania
1,1989,9.871475993,Luxembourg
1,1989,187.087166164,Netherlands
1,1989,,North Macedonia
1,1989,30.392145157,Norway
1,1989,457.003488309,Poland
1,1989,41.837828473,Portugal
1,1989,189.415290084,Romania
1,1989,53.262260115,Slovakia
1,1989,,Slovenia
1,1989,218.727971261,Spain
1,1989,67.447970967,Sweden
1,1989,40.396023998,Switzerland
1,1989,129.334348039,Turkey
1,1989,626.750909447,Ukraine
1,1989,581.885029265,United Kingdom
1,1989,52.849161827,Azerbaijan
1,1989,99.30986353,Belarus
1,1989,242.091926263,Kazakhstan
1,1989,2290.79939807,Russian Federation
1,1989,40.259901854,Turkmenistan
1,1989,,USSR
1,1989,81.880239439,Uzbekistan
1,1989,176.920154028,Iran
1,1989,57.260305464,Iraq
1,1989,33.995484696,Israel
1,1989,38.902060519,Kuwait
1,1989,8.783739315,Oman
1,1989,15.462430807,Qatar
1,1989,168.783489817,Saudi Arabia
1,1989,80.809242016,United Arab Emirates
1,1989,65.134722603,Algeria
1,1989,85.527166559,Egypt
1,1989,20.980202607,Morocco
1,1989,294.768993449,South Africa
1,1989,45.564456828,Eastern Africa
1,1989,277.147547493,Australia
1,1989,11.76163332,Bangladesh
1,1989,2311.474062225,China
1,1989,42.799552408,China Hong Kong SAR
1,1989,560.537017145,India
1,1989,116.874941168,Indonesia
1,1989,1040.073947698,Japan
1,1989,52.298583357,Malaysia
1,1989,22.44873682,New Zealand
1,1989,55.28705595,Pakistan
1,1989,37.838837929,Philippines
1,1989,59.94590004,Singapore
1,1989,218.382051129,South Korea
1,1989,3.671615099,Sri Lanka
1,1989,117.213410221,Taiwan
1,1989,74.699855486,Thailand
1,1989,17.816788436,Vietnam
1,1990,447.348357783,Canada
1,1990,267.92303344,Mexico
1,1990,4946.553570421,US
1,1990,101.381185754,Argentina
1,1990,197.163867303,Brazil
1,1990,31.687396394,Chile
1,1990,41.979376781,Colombia
1,1990,13.169066417,Ecuador
1,1990,19.555756598,Peru
1,1990,9.647706912,Trinidad & Tobago
1,1990,111.898247154,Venezuela
1,1990,55.886457157,Austria
1,1990,128.535812408,Belgium
1,1990,74.303895605,Bulgaria
1,1990,21.523465548,Croatia
1,1990,4.970187105,Cyprus
1,1990,155.329373519,Czech Republic
1,1990,55.846339406,Denmark
1,1990,38.306282366,Estonia
1,1990,57.473116213,Finland
1,1990,369.667017969,France
1,1990,1003.05828461,Germany
1,1990,82.578019641,Greece
1,1990,72.531319306,Hungary
1,1990,2.241926608,Iceland
1,1990,30.955629144,Ireland
1,1990,401.894028086,Italy
1,1990,18.445459633,Latvia
1,1990,36.065442672,Lithuania
1,1990,10.320971784,Luxembourg
1,1990,195.906410076,Netherlands
1,1990,8.712997274,North Macedonia
1,1990,29.334295373,Norway
1,1990,374.045844257,Poland
1,1990,39.929353074,Portugal
1,1990,178.235405135,Romania
1,1990,55.347098791,Slovakia
1,1990,13.30177412,Slovenia
1,1990,216.172198105,Spain
1,1990,67.581746578,Sweden
1,1990,43.285712852,Switzerland
1,1990,136.442057134,Turkey
1,1990,726.388332772,Ukraine
1,1990,593.034987351,United Kingdom
1,1990,54.32949255,Azerbaijan
1,1990,94.103050737,Belarus
1,1990,240.602574395,Kazakhstan
1,1990,2234.669349403,Russian Federation
1,1990,34.742664568,Turkmenistan
1,1990,,USSR
1,1990,109.583978147,Uzbekistan
1,1990,190.571049873,Iran
1,1990,52.292751254,Iraq
1,1990,35.00561598,Israel
1,1990,18.399946723,Kuwait
1,1990,11.28572334,Oman
1,1990,15.706584151,Qatar
1,1990,202.285731583,Saudi Arabia
1,1990,82.239274037,United Arab Emirates
1,1990,66.109319147,Algeria
1,1990,87.934475017,Egypt
1,1990,21.315648822,Morocco
1,1990,309.058776206,South Africa
1,1990,51.901519278,Eastern Africa
1,1990,281.561492759,Australia
1,1990,12.75364905,Bangladesh
1,1990,2326.502842495,China
1,1990,41.27277286,China Hong Kong SAR
1,1990,603.187543043,India
1,1990,135.759390766,Indonesia
1,1990,1086.185227283,Japan
1,1990,58.83076242,Malaysia
1,1990,23.580021674,New Zealand
1,1990,57.813234396,Pakistan
1,1990,39.942864637,Philippines
1,1990,69.839346991,Singapore
1,1990,235.389152297,South Korea
1,1990,3.917120721,Sri Lanka
1,1990,120.365442989,Taiwan
1,1990,89.731816903,Thailand
1,1990,17.867134522,Vietnam
1,1991,429.049546926,Canada
1,1991,277.293595943,Mexico
1,1991,4900.404455693,US
1,1991,103.112753009,Argentina
1,1991,206.445101417,Brazil
1,1991,32.713462298,Chile
1,1991,44.575791053,Colombia
1,1991,15.010009146,Ecuador
1,1991,18.627414436,Peru
1,1991,9.080805692,Trinidad & Tobago
1,1991,105.851784345,Venezuela
1,1991,59.948862361,Austria
1,1991,132.966958031,Belgium
1,1991,60.374089977,Bulgaria
1,1991,15.011316266,Croatia
1,1991,5.139325696,Cyprus
1,1991,143.210459415,Czech Republic
1,1991,65.521532816,Denmark
1,1991,34.395314344,Estonia
1,1991,56.616644882,Finland
1,1991,392.011919337,France
1,1991,965.148558608,Germany
1,1991,82.102083023,Greece
1,1991,67.279061652,Hungary
1,1991,2.12485878,Iceland
1,1991,31.602293671,Ireland
1,1991,402.859367703,Italy
1,1991,17.58525741,Latvia
1,1991,38.966130465,Lithuania
1,1991,10.985295883,Luxembourg
1,1991,201.621213679,Netherlands
1,1991,8.49246687,North Macedonia
1,1991,27.657321011,Norway
1,1991,368.75217283,Poland
1,1991,43.204116821,Portugal
1,1991,143.327849426,Romania
1,1991,49.075846101,Slovakia
1,1991,12.485483059,Slovenia
1,1991,223.016539606,Spain
1,1991,59.950629435,Sweden
1,1991,44.179409223,Switzerland
1,1991,139.799365045,Turkey
1,1991,650.340121633,Ukraine
1,1991,602.841342476,United Kingdom
1,1991,51.954799306,Azerbaijan
1,1991,94.631947917,Belarus
1,1991,238.266332533,Kazakhstan
1,1991,2168.907054481,Russian Federation
1,1991,35.936463834,Turkmenistan
1,1991,,USSR
1,1991,111.189077208,Uzbekistan
1,1991,211.035586585,Iran
1,1991,36.278794921,Iraq
1,1991,36.290583083,Israel
1,1991,11.47662643,Kuwait
1,1991,15.668473204,Oman
1,1991,17.41008465,Qatar
1,1991,212.064265606,Saudi Arabia
1,1991,100.809434474,United Arab Emirates
1,1991,65.792672096,Algeria
1,1991,88.562836275,Egypt
1,1991,21.546515954,Morocco
1,1991,303.469056981,South Africa
1,1991,47.795113589,Eastern Africa
1,1991,282.247040237,Australia
1,1991,12.025650215,Bangladesh
1,1991,2457.752735189,China
1,1991,43.048548777,China Hong Kong SAR
1,1991,635.68004776,India
1,1991,146.343098081,Indonesia
1,1991,1099.773465001,Japan
1,1991,70.496941431,Malaysia
1,1991,24.611001569,New Zealand
1,1991,61.43653512,Pakistan
1,1991,39.417986946,Philippines
1,1991,71.386108606,Singapore
1,1991,263.752886348,South Korea
1,1991,4.146683445,Sri Lanka
1,1991,129.884030588,Taiwan
1,1991,99.874398762,Thailand
1,1991,17.426974239,Vietnam
1,1992,440.817312847,Canada
1,1992,280.26571545,Mexico
1,1992,4978.21448904,US
1,1992,109.60314194,Argentina
1,1992,216.722307787,Brazil
1,1992,33.393172852,Chile
1,1992,52.677584042,Colombia
1,1992,14.575648745,Ecuador
1,1992,19.244468155,Peru
1,1992,10.590707595,Trinidad & Tobago
1,1992,116.39266698,Venezuela
1,1992,55.610549774,Austria
1,1992,130.133361017,Belgium
1,1992,58.44333164,Bulgaria
1,1992,14.682042768,Croatia
1,1992,6.03914136,Cyprus
1,1992,136.636905286,Czech Republic
1,1992,59.994006403,Denmark
1,1992,26.188541739,Estonia
1,1992,54.421706094,Finland
1,1992,381.189197675,France
1,1992,919.194459067,Germany
1,1992,84.568460918,Greece
1,1992,62.388065392,Hungary
1,1992,2.216840786,Iceland
1,1992,31.754554134,Ireland
1,1992,400.665954534,Italy
1,1992,12.849427598,Latvia
1,1992,20.724821811,Lithuania
1,1992,10.955761929,Luxembourg
1,1992,202.994657093,Netherlands
1,1992,8.701619752,North Macedonia
1,1992,29.171173126,Norway
1,1992,353.402702905,Poland
1,1992,47.024377491,Portugal
1,1992,124.88578923,Romania
1,1992,46.709949493,Slovakia
1,1992,12.2551604,Slovenia
1,1992,243.298047925,Spain
1,1992,61.847570246,Sweden
1,1992,44.645913368,Switzerland
1,1992,143.878913884,Turkey
1,1992,578.302976089,Ukraine
1,1992,584.68028299,United Kingdom
1,1992,44.032080615,Azerbaijan
1,1992,87.90104228,Belarus
1,1992,236.30837664,Kazakhstan
1,1992,2073.431976788,Russian Federation
1,1992,16.292560908,Turkmenistan
1,1992,,USSR
1,1992,103.102183685,Uzbekistan
1,1992,226.479311026,Iran
1,1992,56.476044437,Iraq
1,1992,39.550035298,Israel
1,1992,19.928505008,Kuwait
1,1992,14.85400105,Oman
1,1992,26.271544624,Qatar
1,1992,208.579431491,Saudi Arabia
1,1992,98.091598667,United Arab Emirates
1,1992,67.019215497,Algeria
1,1992,87.964099594,Egypt
1,1992,24.24855174,Morocco
1,1992,307.11912925,South Africa
1,1992,48.016872827,Eastern Africa
1,1992,284.470329428,Australia
1,1992,13.08587615,Bangladesh
1,1992,2582.068684244,China
1,1992,50.140836972,China Hong Kong SAR
1,1992,673.074845844,India
1,1992,160.537004409,Indonesia
1,1992,1111.400440189,Japan
1,1992,76.341473424,Malaysia
1,1992,26.246232692,New Zealand
1,1992,65.786050125,Pakistan
1,1992,47.524212226,Philippines
1,1992,76.560882702,Singapore
1,1992,288.261480043,South Korea
1,1992,4.92108019,Sri Lanka
1,1992,138.75621856,Taiwan
1,1992,110.449402994,Thailand
1,1992,18.319368659,Vietnam
1,1993,434.930503381,Canada
1,1993,283.815990598,Mexico
1,1993,5093.696037917,US
1,1993,109.356266459,Argentina
1,1993,227.713964456,Brazil
1,1993,35.613563743,Chile
1,1993,55.292070471,Colombia
1,1993,15.256387324,Ecuador
1,1993,19.94649838,Peru
1,1993,10.678017105,Trinidad & Tobago
1,1993,113.681120476,Venezuela
1,1993,55.430353086,Austria
1,1993,128.1144681,Belgium
1,1993,60.408511662,Bulgaria
1,1993,15.434600381,Croatia
1,1993,6.277545741,Cyprus
1,1993,134.089674618,Czech Republic
1,1993,63.375456352,Denmark
1,1993,20.679791356,Estonia
1,1993,56.472396692,Finland
1,1993,364.258764056,France
1,1993,911.63559343,Germany
1,1993,86.020038729,Greece
1,1993,59.627604229,Hungary
1,1993,2.304434132,Iceland
1,1993,32.207505386,Ireland
1,1993,395.668512909,Italy
1,1993,10.757171256,Latvia
1,1993,16.370777929,Lithuania
1,1993,11.125233023,Luxembourg
1,1993,207.065384089,Netherlands
1,1993,9.015014008,North Macedonia
1,1993,30.087001397,Norway
1,1993,352.220680843,Poland
1,1993,45.807947443,Portugal
1,1993,122.289696757,Romania
1,1993,43.864378001,Slovakia
1,1993,12.993133973,Slovenia
1,1993,228.742817148,Spain
1,1993,61.284619396,Sweden
1,1993,42.210889183,Switzerland
1,1993,148.469835864,Turkey
1,1993,474.760360439,Ukraine
1,1993,570.545143969,United Kingdom
1,1993,41.458812238,Azerbaijan
1,1993,74.068411734,Belarus
1,1993,208.546411705,Kazakhstan
1,1993,1896.722145072,Russian Federation
1,1993,26.730756976,Turkmenistan
1,1993,,USSR
1,1993,109.832696675,Uzbekistan
1,1993,212.035630002,Iran
1,1993,78.01132395,Iraq
1,1993,41.71895676,Israel
1,1993,25.681147218,Kuwait
1,1993,14.14276964,Oman
1,1993,27.981507825,Qatar
1,1993,212.982775208,Saudi Arabia
1,1993,101.952458128,United Arab Emirates
1,1993,62.525373822,Algeria
1,1993,87.482270312,Egypt
1,1993,25.159782562,Morocco
1,1993,306.916474962,South Africa
1,1993,52.19368391,Eastern Africa
1,1993,291.272860954,Australia
1,1993,14.145755861,Bangladesh
1,1993,2790.679425748,China
1,1993,55.072495219,China Hong Kong SAR
1,1993,693.646076784,India
1,1993,171.042999053,Indonesia
1,1993,1101.746550608,Japan
1,1993,77.208330628,Malaysia
1,1993,25.799177346,New Zealand
1,1993,72.457832801,Pakistan
1,1993,48.796716391,Philippines
1,1993,83.328593399,Singapore
1,1993,317.851753067,South Korea
1,1993,4.728382318,Sri Lanka
1,1993,151.319637322,Taiwan
1,1993,124.856765263,Thailand
1,1993,20.531838225,Vietnam
1,1994,450.033947163,Canada
1,1994,307.496496949,Mexico
1,1994,5170.638601269,US
1,1994,109.434254679,Argentina
1,1994,237.644568639,Brazil
1,1994,38.777765841,Chile
1,1994,58.328211027,Colombia
1,1994,16.459968282,Ecuador
1,1994,21.582956625,Peru
1,1994,10.151326009,Trinidad & Tobago
1,1994,122.128586887,Venezuela
1,1994,55.672040036,Austria
1,1994,131.994972932,Belgium
1,1994,56.81369571,Bulgaria
1,1994,14.67760748,Croatia
1,1994,6.30860769,Cyprus
1,1994,128.639796346,Czech Republic
1,1994,68.189234007,Denmark
1,1994,20.567499073,Estonia
1,1994,62.905928615,Finland
1,1994,350.29211985,France
1,1994,892.255573987,Germany
1,1994,87.404763238,Greece
1,1994,59.4595553,Hungary
1,1994,2.326923261,Iceland
1,1994,33.146527003,Ireland
1,1994,393.45657631,Italy
1,1994,9.873735997,Latvia
1,1994,15.444616818,Lithuania
1,1994,10.563214786,Luxembourg
1,1994,204.566761827,Netherlands
1,1994,8.425575111,North Macedonia
1,1994,31.83968512,Norway
1,1994,334.293402952,Poland
1,1994,45.95572451,Portugal
1,1994,117.880447144,Romania
1,1994,40.83850705,Slovakia
1,1994,13.121406029,Slovenia
1,1994,239.513487414,Spain
1,1994,64.562364414,Sweden
1,1994,43.447422873,Switzerland
1,1994,147.11451114,Turkey
1,1994,397.995251271,Ukraine
1,1994,556.37669716,United Kingdom
1,1994,37.850085487,Azerbaijan
1,1994,61.882628874,Belarus
1,1994,192.752167667,Kazakhstan
1,1994,1727.659690083,Russian Federation
1,1994,28.362244298,Turkmenistan
1,1994,,USSR
1,1994,102.811776554,Uzbekistan
1,1994,238.554734221,Iran
1,1994,89.846493346,Iraq
1,1994,45.390819044,Israel
1,1994,32.064869659,Kuwait
1,1994,13.198856066,Oman
1,1994,28.398394135,Qatar
1,1994,249.451930169,Saudi Arabia
1,1994,111.236238175,United Arab Emirates
1,1994,63.460650293,Algeria
1,1994,88.359173825,Egypt
1,1994,27.295016939,Morocco
1,1994,317.729631502,South Africa
1,1994,52.150545596,Eastern Africa
1,1994,301.969041283,Australia
1,1994,14.84279578,Bangladesh
1,1994,2940.024718535,China
1,1994,48.433496618,China Hong Kong SAR
1,1994,724.851682281,India
1,1994,183.100666654,Indonesia
1,1994,1164.766296392,Japan
1,1994,85.335814678,Malaysia
1,1994,27.115469387,New Zealand
1,1994,76.113806296,Pakistan
1,1994,51.243450933,Philippines
1,1994,95.966894908,Singapore
1,1994,346.481866556,South Korea
1,1994,5.237526167,Sri Lanka
1,1994,157.935634965,Taiwan
1,1994,140.00880652,Thailand
1,1994,22.903047313,Vietnam
1,1995,461.154153799,Canada
1,1995,294.77929478,Mexico
1,1995,5201.123475868,US
1,1995,112.966506739,Argentina
1,1995,251.916952964,Brazil
1,1995,42.280930729,Chile
1,1995,58.781662522,Colombia
1,1995,15.938383701,Ecuador
1,1995,24.282285599,Peru
1,1995,11.26452878,Trinidad & Tobago
1,1995,126.749640275,Venezuela
1,1995,59.693012758,Austria
1,1995,130.794171794,Belgium
1,1995,58.78250871,Bulgaria
1,1995,15.346372971,Croatia
1,1995,6.742839228,Cyprus
1,1995,130.425703054,Czech Republic
1,1995,65.380098869,Denmark
1,1995,19.255538923,Estonia
1,1995,58.646624066,Finland
1,1995,356.146860221,France
1,1995,884.358046826,Germany
1,1995,89.492449256,Greece
1,1995,58.735078713,Hungary
1,1995,2.371062989,Iceland
1,1995,33.929356761,Ireland
1,1995,413.793300024,Italy
1,1995,9.132062871,Latvia
1,1995,14.316850411,Lithuania
1,1995,8.703755846,Luxembourg
1,1995,211.670165078,Netherlands
1,1995,8.415194074,North Macedonia
1,1995,31.798171263,Norway
1,1995,340.808761328,Poland
1,1995,53.481557001,Portugal
1,1995,127.726627572,Romania
1,1995,41.538143343,Slovakia
1,1995,13.945717792,Slovenia
1,1995,248.291004368,Spain
1,1995,61.869947058,Sweden
1,1995,40.931852761,Switzerland
1,1995,161.250973682,Turkey
1,1995,369.885342553,Ukraine
1,1995,553.312711855,United Kingdom
1,1995,35.827233383,Azerbaijan
1,1995,53.78693196,Belarus
1,1995,168.867415107,Kazakhstan
1,1995,1617.809727509,Russian Federation
1,1995,23.552015742,Turkmenistan
1,1995,,USSR
1,1995,97.39078772,Uzbekistan
1,1995,248.939000654,Iran
1,1995,87.440458512,Iraq
1,1995,50.413819752,Israel
1,1995,38.992725375,Kuwait
1,1995,15.257368389,Oman
1,1995,28.727840963,Qatar
1,1995,242.052912561,Saudi Arabia
1,1995,115.238823706,United Arab Emirates
1,1995,65.8112943,Algeria
1,1995,93.49594142,Egypt
1,1995,27.147050951,Morocco
1,1995,326.863568564,South Africa
1,1995,52.875859547,Eastern Africa
1,1995,311.374936078,Australia
1,1995,18.221962198,Bangladesh
1,1995,3029.072979036,China
1,1995,52.214178316,China Hong Kong SAR
1,1995,774.466090721,India
1,1995,195.248669825,Indonesia
1,1995,1179.253748411,Japan
1,1995,87.183711893,Malaysia
1,1995,27.166412319,New Zealand
1,1995,80.709567052,Pakistan
1,1995,57.999294149,Philippines
1,1995,98.85030733,Singapore
1,1995,376.358312179,South Korea
1,1995,5.688444644,Sri Lanka
1,1995,168.986467918,Taiwan
1,1995,153.903178127,Thailand
1,1995,27.180056523,Vietnam
1,1996,470.466138333,Canada
1,1996,306.05419907,Mexico
1,1996,5383.817233374,US
1,1996,123.049580481,Argentina
1,1996,271.44791158,Brazil
1,1996,47.649452908,Chile
1,1996,57.499737832,Colombia
1,1996,17.965811884,Ecuador
1,1996,25.502873538,Peru
1,1996,11.792659233,Trinidad & Tobago
1,1996,118.803792426,Venezuela
1,1996,61.451399687,Austria
1,1996,139.371877102,Belgium
1,1996,57.118436132,Bulgaria
1,1996,15.319506769,Croatia
1,1996,6.846588909,Cyprus
1,1996,133.210998902,Czech Republic
1,1996,79.077812108,Denmark
1,1996,20.210674535,Estonia
1,1996,64.785417609,Finland
1,1996,373.289882851,France
1,1996,910.551355432,Germany
1,1996,90.798035519,Greece
1,1996,59.47413846,Hungary
1,1996,2.625483925,Iceland
1,1996,35.632167086,Ireland
1,1996,409.163802506,Italy
1,1996,9.197267991,Latvia
1,1996,14.805590716,Lithuania
1,1996,8.930599897,Luxembourg
1,1996,221.731532334,Netherlands
1,1996,9.599241024,North Macedonia
1,1996,34.448748521,Norway
1,1996,354.329567983,Poland
1,1996,50.867132619,Portugal
1,1996,126.153086697,Romania
1,1996,41.67277745,Slovakia
1,1996,14.675463955,Slovenia
1,1996,244.609291163,Spain
1,1996,67.131531119,Sweden
1,1996,42.511632504,Switzerland
1,1996,175.316336772,Turkey
1,1996,342.674869646,Ukraine
1,1996,573.433788811,United Kingdom
1,1996,29.260502234,Azerbaijan
1,1996,55.156329631,Belarus
1,1996,146.982059804,Kazakhstan
1,1996,1564.213158812,Russian Federation
1,1996,33.80014353,Turkmenistan
1,1996,,USSR
1,1996,100.123277855,Uzbekistan
1,1996,262.544152965,Iran
1,1996,91.030904244,Iraq
1,1996,53.643209809,Israel
1,1996,38.570795074,Kuwait
1,1996,15.55073934,Oman
1,1996,21.898873972,Qatar
1,1996,246.551742946,Saudi Arabia
1,1996,117.682927052,United Arab Emirates
1,1996,64.894785544,Algeria
1,1996,99.455253448,Egypt
1,1996,27.624743794,Morocco
1,1996,332.070332343,South Africa
1,1996,52.94772326,Eastern Africa
1,1996,320.525044767,Australia
1,1996,18.424046355,Bangladesh
1,1996,3178.56450697,China
1,1996,49.715928853,China Hong Kong SAR
1,1996,813.525104999,India
1,1996,205.976556496,Indonesia
1,1996,1199.551038371,Japan
1,1996,98.936698919,Malaysia
1,1996,28.70213472,New Zealand
1,1996,84.743989722,Pakistan
1,1996,62.451445637,Philippines
1,1996,98.697314095,Singapore
1,1996,418.115530388,South Korea
1,1996,6.990671112,Sri Lanka
1,1996,177.269494506,Taiwan
1,1996,171.931044231,Thailand
1,1996,31.15578026,Vietnam
1,1997,484.896790719,Canada
1,1997,319.290072904,Mexico
1,1997,5490.311392478,US
1,1997,117.529545244,Argentina
1,1997,284.615595528,Brazil
1,1997,54.937401421,Chile
1,1997,62.531069015,Colombia
1,1997,20.517785032,Ecuador
1,1997,25.800466663,Peru
1,1997,10.799844847,Trinidad & Tobago
1,1997,125.80286319,Venezuela
1,1997,61.831933579,Austria
1,1997,137.768199597,Belgium
1,1997,56.211357165,Bulgaria
1,1997,16.91404695,Croatia
1,1997,6.87375225,Cyprus
1,1997,127.294336843,Czech Republic
1,1997,69.165854858,Denmark
1,1997,19.998987758,Estonia
1,1997,63.067899309,Finland
1,1997,362.226097651,France
1,1997,883.30965906,Germany
1,1997,94.174113659,Greece
1,1997,57.649700714,Hungary
1,1997,2.600861103,Iceland
1,1997,37.348757674,Ireland
1,1997,413.174758473,Italy
1,1997,8.309958083,Latvia
1,1997,14.08634763,Lithuania
1,1997,8.548504347,Luxembourg
1,1997,218.909778438,Netherlands
1,1997,8.577465188,North Macedonia
1,1997,35.722231806,Norway
1,1997,349.68876867,Poland
1,1997,51.514390905,Portugal
1,1997,114.960548377,Romania
1,1997,40.26860255,Slovakia
1,1997,15.233443658,Slovenia
1,1997,263.685653284,Spain
1,1997,61.535783109,Sweden
1,1997,44.207912307,Switzerland
1,1997,185.13689782,Turkey
1,1997,343.418111288,Ukraine
1,1997,554.642832363,United Kingdom
1,1997,27.856449563,Azerbaijan
1,1997,55.860170006,Belarus
1,1997,129.935786763,Kazakhstan
1,1997,1464.128064774,Russian Federation
1,1997,26.257604762,Turkmenistan
1,1997,,USSR
1,1997,98.534905463,Uzbekistan
1,1997,272.56676518,Iran
1,1997,108.284862224,Iraq
1,1997,53.300038811,Israel
1,1997,39.865493975,Kuwait
1,1997,15.638128766,Oman
1,1997,23.555986757,Qatar
1,1997,250.865904529,Saudi Arabia
1,1997,122.428265748,United Arab Emirates
1,1997,62.427112202,Algeria
1,1997,103.91241078,Egypt
1,1997,28.373526109,Morocco
1,1997,339.575190469,South Africa
1,1997,55.324285714,Eastern Africa
1,1997,330.626777648,Australia
1,1997,20.817410706,Bangladesh
1,1997,3166.688033056,China
1,1997,49.043829488,China Hong Kong SAR
1,1997,855.266514169,India
1,1997,229.149638427,Indonesia
1,1997,1198.108399159,Japan
1,1997,114.731983523,Malaysia
1,1997,30.967428745,New Zealand
1,1997,85.852465169,Pakistan
1,1997,68.473567908,Philippines
1,1997,102.629099569,Singapore
1,1997,452.463001241,South Korea
1,1997,7.638659881,Sri Lanka
1,1997,192.644082393,Taiwan
1,1997,178.687603375,Thailand
1,1997,37.809227883,Vietnam
1,1998,498.558606735,Canada
1,1998,336.563916386,Mexico
1,1998,5528.367361818,US
1,1998,123.354488603,Argentina
1,1998,294.74241825,Brazil
1,1998,56.357501857,Chile
1,1998,63.330513107,Colombia
1,1998,20.865505766,Ecuador
1,1998,25.390300752,Peru
1,1998,10.279393554,Trinidad & Tobago
1,1998,135.594359177,Venezuela
1,1998,61.906881109,Austria
1,1998,142.006490327,Belgium
1,1998,53.919611844,Bulgaria
1,1998,18.23686611,Croatia
1,1998,7.225120451,Cyprus
1,1998,121.554671861,Czech Republic
1,1998,64.861523695,Denmark
1,1998,18.5378922,Estonia
1,1998,60.532418544,Finland
1,1998,385.034715474,France
1,1998,874.193992095,Germany
1,1998,99.577733267,Greece
1,1998,58.031037521,Hungary
